9.999999965747752295e-01,1.643653814926059054e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.644378139602691413e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.412789973543514599e-01,0.000000000000000000e+00,3.904117946578627429e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.586833012725590797e-02,2.312398631217045253e-01,0.000000000000000000e+00,7.118303129308911625e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469563762923523753e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.907167222815856822e-01,0.000000000000000000e+00,6.118388669569405636e-01,0.000000000000000000e+00,5.728591174480466286e-01,3.412190060858993901e-01,0.000000000000000000e+00,2.714030915110282605e-01,3.215333244506265453e-01,1.328682352647063136e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.582397621521345601e-03,1.976051332433396424e-01,2.378129119760542115e-02,0.000000000000000000e+00,3.328128692234674779e-02,4.183889214137912482e-01,8.630024293551009640e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.177367345984558611e-01
1.643653814926059054e-01,9.999999952995224373e-01,0.000000000000000000e+00,3.389080513391332095e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.630213564631567968e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.170164029315493293e-02,7.535318243810645855e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.658928721509606297e-02,0.000000000000000000e+00,7.042928972539077570e-01,3.984477446921734153e-03,1.690223028152746387e-01,7.250408198418900607e-02,0.000000000000000000e+00,2.899749665088270367e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.225314734326480165e-01,0.000000000000000000e+00,1.207680052268133852e-01,4.253322667077736874e-01,1.098338815737202045e-01,0.000000000000000000e+00,1.068307794417821116e-01,0.000000000000000000e+00,3.159115805371616736e-01,0.000000000000000000e+00,1.113889542740914285e-01,0.000000000000000000e+00,8.941394739253803736e-02,6.443736864882255722e-01,4.060916893206480832e-02,3.045069777662968644e-02,0.000000000000000000e+00,1.275195264646988569e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.711899657352518478e-01,9.315440440046325599e-02,0.000000000000000000e+00,5.909867435998415047e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.999999967900015108e-01,3.306349836172638168e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.152506702674795339e-03,0.000000000000000000e+00,1.564214675182049596e-01,6.777572050840912077e-01,3.815979931815714488e-01,0.000000000000000000e+00,6.647980335176741085e-02,7.540502734917081673e-01,4.856935085546032482e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499348944746559942e-01,5.270463105241603996e-01,4.042830224936218991e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.062295253205430945e-01,3.521504895550973957e-02,9.410953848924465126e-02,2.304679656554786960e-01,2.267812148388528293e-01,1.958474805134234869e-03,4.441487863185324958e-01,0.000000000000000000e+00,1.037873912363962252e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358225322136240310e-01,0.000000000000000000e+00,3.947191845865099386e-02
0.000000000000000000e+00,3.389080513391332095e-01,3.306349836172638168e-03,9.999999901639521349e-01,0.000000000000000000e+00,3.785460708820086173e-02,1.831123971364669381e-02,0.000000000000000000e+00,1.864620014580505858e-01,8.930685613875724571e-02,0.000000000000000000e+00,1.762866023202412646e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.295605028098924305e-01,1.921736655148437722e-01,2.741835088695248612e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.258148445187000641e-01,0.000000000000000000e+00,6.662561118569752805e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.344719647571586296e-02,4.538198380095498918e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.934388408241041635e-02,5.039294446167210673e-01,3.890727270018996542e-01,1.356361959029411535e-01,0.000000000000000000e+00,3.163703186773779152e-01,3.159837241485504156e-01,2.456013056391866678e-01,3.181038596949215536e-01,5.207372613885145052e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.582329688594572903e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.734818085896052464e-01,2.028097530427878242e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999962525825126e-01,3.736701618921684509e-01,1.374312587077151232e-02,4.094928410062360635e-01,0.000000000000000000e+00,1.693721621005077338e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.938923796729201399e-01,3.434039321666685907e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.791140511248554890e-02,0.000000000000000000e+00,3.483506500337605338e-01,2.008472608227038769e-01,1.166461520757907516e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.055079316773398057e-01,0.000000000000000000e+00,2.401422005192466458e-01,5.113601851468203147e-02,7.492967422777997710e-02,7.978573863751246831e-02,0.000000000000000000e+00,3.313424244219699832e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.980422185252760370e-02,5.379822378030015839e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.760844325700052004e-01,7.053924977759565840e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.945055344491718796e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.785460708820086173e-02,3.736701618921684509e-01,9.999999977230505932e-01,2.582380358700578013e-02,1.459373759083451016e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.639716235016232537e-01,8.125729275952210673e-02,0.000000000000000000e+00,3.720115296934062843e-01,0.000000000000000000e+00,7.618732121935860579e-01,0.000000000000000000e+00,1.822358705129615564e-01,0.000000000000000000e+00,2.703129053827853234e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.364532173596318676e-01,3.105167058630624050e-03,1.540907977857366440e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.960339117956872657e-02,2.867508653936396423e-01,0.000000000000000000e+00,5.534854700653399351e-02,2.231341323149168832e-01,5.506326357601520893e-01,0.000000000000000000e+00,3.196159698128431259e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.943653149001075414e-02
0.000000000000000000e+00,1.630213564631567968e-01,0.000000000000000000e+00,1.831123971364669381e-02,1.374312587077151232e-02,2.582380358700578013e-02,9.999999973635933515e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.985130477640164925e-01,7.534295316113816254e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.527698332726638547e-02,4.846999235363415315e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.711341379130149054e-01,0.000000000000000000e+00,2.633188885148755043e-01,0.000000000000000000e+00,5.677021789158999410e-03,0.000000000000000000e+00,2.490821020616564296e-01,6.562216951024357758e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.303100280086727791e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.409566127575219596e-02,0.000000000000000000e+00,2.177175954936350633e-01,1.246710851122947161e-01,0.000000000000000000e+00,1.659767132816754309e-01,2.070563263420492073e-01,0.000000000000000000e+00,2.153109029200364899e-01,3.637437549739490628e-01,1.787685740074974328e-01,0.000000000000000000e+00,2.433066312965939115e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.821053943654305618e-01,1.089760597471841896e-01
3.644378139602691413e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.094928410062360635e-01,1.459373759083451016e-01,0.000000000000000000e+00,9.999999958461119887e-01,0.000000000000000000e+00,2.074085332198138121e-01,2.325701811988110379e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.940080322176149924e-02,1.123511478120411272e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.619535867471654234e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.188024930587963102e-01,0.000000000000000000e+00,1.367346980676623081e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.121131317267592159e-02,0.000000000000000000e+00,8.949618175828540911e-01,1.444691135918307889e-01,5.151406395170509134e-01,4.505697243960776199e-01,0.000000000000000000e+00,2.556967470619523342e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.193526123916878082e-03,3.667213067611306831e-01,7.159388847243637610e-02,0.000000000000000000e+00,2.811712493146608649e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.326641730361560634e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.152506702674795339e-03,1.864620014580505858e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999913343534663e-01,1.250407864893252324e-03,0.000000000000000000e+00,3.451586424678410592e-01,0.000000000000000000e+00,1.935739491770257781e-01,2.125941045455054801e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.701704832469461914e-01,0.000000000000000000e+00,3.250501830028273975e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.183066847954572898e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.409404469529944137e-01,8.020611865827160791e-01,2.607764280629916720e-01,3.737156573574906271e-01,0.000000000000000000e+00,1.784342237902138972e-01,0.000000000000000000e+00,1.941027138302070798e-01,6.236759637143785701e-02,3.152495791301637706e-01,3.990158705946781903e-01,1.782856151928982266e-02,4.934633746878509114e-02,1.256697241113421404e-01,0.000000000000000000e+00,1.488384862216587945e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.034727624458338421e-03,0.000000000000000000e+00,3.591960632738644965e-01,0.000000000000000000e+00,3.196660121966953261e-01,1.899350372305480539e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.930685613875724571e-02,1.693721621005077338e-01,0.000000000000000000e+00,2.985130477640164925e-01,2.074085332198138121e-01,1.250407864893252324e-03,9.999999974665001456e-01,5.540301380351563693e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.866583481480214857e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.894714683294514340e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.129409790098471478e-01,2.617446846366084934e-01,2.183370088161505629e-01,0.000000000000000000e+00,1.866099496170666172e-01,0.000000000000000000e+00,5.058611009727851738e-04,4.599738558237695570e-03,1.348531859352619100e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.168664978860086134e-01,2.060788958835795548e-01,0.000000000000000000e+00,4.235460576162982660e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775174065376234123e-01,1.035014147479543095e-01,0.000000000000000000e+00,2.341124358793297139e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.357198562616002357e-01,5.901103469526148837e-01,3.374050896067622846e-02
2.412789973543514599e-01,6.170164029315493293e-02,1.564214675182049596e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.534295316113816254e-02,2.325701811988110379e-01,0.000000000000000000e+00,5.540301380351563693e-02,9.999999977309936838e-01,5.469407756624702910e-02,3.267755718962412348e-01,0.000000000000000000e+00,1.833145526533827910e-02,8.038917790120465867e-02,0.000000000000000000e+00,1.923195553330040927e-02,1.270776638393922818e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.129187004669448380e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.356579578249210827e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.662612150982038517e-01,3.313435248727280014e-01,6.532926810936541262e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.761342146046660014e-03,0.000000000000000000e+00,2.695982160383466816e-02,1.010391250279097687e-02,7.023845489339788223e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.535318243810645855e-02,6.777572050840912077e-01,1.762866023202412646e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.451586424678410592e-01,0.000000000000000000e+00,5.469407756624702910e-02,9.999999957827809816e-01,2.323737318364824667e-01,0.000000000000000000e+00,2.401506958689314242e-01,2.349962178018637216e-01,2.686797362473972162e-01,8.096023380198084929e-02,0.000000000000000000e+00,2.516996458761230349e-01,0.000000000000000000e+00,2.922197526904839471e-01,1.725116181497480805e-01,1.773143235466549672e-01,0.000000000000000000e+00,3.614702647834269200e-01,0.000000000000000000e+00,1.364778908946703839e-01,4.542942118776507332e-01,0.000000000000000000e+00,2.576501940204697916e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.466173867943657783e-01,1.874120152415158225e-01,0.000000000000000000e+00,3.402823976344574453e-01,5.385212386596008871e-01,2.736061643134499524e-02,2.422285483034349318e-01,5.516637462697352584e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.797365230255153101e-03,0.000000000000000000e+00,2.178648931494743535e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.904117946578627429e-01,0.000000000000000000e+00,3.815979931815714488e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.267755718962412348e-01,2.323737318364824667e-01,9.999999952157088146e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.617636138543240287e-01,2.934129521328536216e-01,0.000000000000000000e+00,2.439965986131781839e-01,2.343508152373660960e-02,0.000000000000000000e+00,3.594339741675165595e-02,6.495511966098065360e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.241504136739837227e-01,0.000000000000000000e+00,3.500489641340899793e-01,3.301772879097975705e-02,9.642017449383527561e-02,1.428480785185141100e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.646658860159111004e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.293352798748478971e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.446821723735957188e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.938923796729201399e-01,0.000000000000000000e+00,3.527698332726638547e-02,1.940080322176149924e-02,1.935739491770257781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999964424106658e-01,0.000000000000000000e+00,2.072849709328091761e-01,1.222048260317225125e-02,6.377524141977274352e-01,4.790517708045303746e-01,0.000000000000000000e+00,2.652413507433032391e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.296578595759306479e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.708296189350634875e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.510646921009783622e-02,0.000000000000000000e+00,2.100090820932269398e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.686183549136506532e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.008092448835211652e-01,2.878524797306021288e-01,7.950592006412472712e-02,0.000000000000000000e+00,2.926107797712976244e-01,2.543135045384044557e-01,1.844065351829190236e-01,0.000000000000000000e+00,2.352467465499158694e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.153505190620974716e-02
0.000000000000000000e+00,6.658928721509606297e-02,6.647980335176741085e-02,0.000000000000000000e+00,3.434039321666685907e-01,0.000000000000000000e+00,4.846999235363415315e-02,1.123511478120411272e-01,2.125941045455054801e-01,1.866583481480214857e-01,1.833145526533827910e-02,2.401506958689314242e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.999999961649179703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.336286067243525277e-01,0.000000000000000000e+00,5.620183689016401418e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.762451561152037494e-01,9.989546386805983613e-02,2.872980591107557879e-01,2.873490570932951682e-01,2.837108852823856942e-01,0.000000000000000000e+00,3.032253782682591270e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.372970754554822870e-01,4.043869102616981515e-01,6.908485638300528031e-02,2.883607984864574592e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.888017508919912268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.154761041000723854e-01,0.000000000000000000e+00,3.926902958708566316e-01,0.000000000000000000e+00,2.840164315314284149e-01,4.456867171659751325e-01,2.907452676695224669e-01
5.586833012725590797e-02,0.000000000000000000e+00,7.540502734917081673e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.639716235016232537e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.038917790120465867e-02,2.349962178018637216e-01,6.617636138543240287e-01,2.072849709328091761e-01,0.000000000000000000e+00,9.999999964492033433e-01,1.004486136031308152e-01,0.000000000000000000e+00,3.981935951975271726e-01,0.000000000000000000e+00,8.069368306148594350e-02,0.000000000000000000e+00,7.953710455706547444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.940724744063155038e-01,2.933081443606665450e-01,1.138968970337112668e-01,0.000000000000000000e+00,1.401385901247166332e-01,4.390538168662309199e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290131540069917593e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
